strategy_name,filter_count,filters,filter_class_names,total_trades,trades_per_year,passes_trade_filter,net_pnl,profit_factor,average_trade,is_trades,oos_trades,is_pf,oos_pf,recent_12m_trades,recent_12m_pf,quality_flag,quality_score,pct_profitable_years,max_consecutive_losing_years,consistency_flag,filter_classes
ComboTrend_Pullback_RecoveryTrigger_Momentum_TwoBarUp_TrendSlope_HigherLow,6,"PullbackFilter,RecoveryTriggerFilter,MomentumFilter,TwoBarUpFilter,TrendSlopeFilter,HigherLowFilter","PullbackFilter,RecoveryTriggerFilter,MomentumFilter,TwoBarUpFilter,TrendSlopeFilter,HigherLowFilter",319,17.52,True,-76153.47,0.76,-238.73,186,133,0.63,1.16,14,3.25,MARGINAL_BORDERLINE,0.5282,0.3158,8,INCONSISTENT,"[<class 'modules.filters.PullbackFilter'>, <class 'modules.filters.RecoveryTriggerFilter'>, <class 'modules.filters.MomentumFilter'>, <class 'modules.filters.TwoBarUpFilter'>, <class 'modules.filters.TrendSlopeFilter'>, <class 'modules.filters.HigherLowFilter'>]"
ComboTrend_Pullback_RecoveryTrigger_Momentum_TwoBarUp,4,"PullbackFilter,RecoveryTriggerFilter,MomentumFilter,TwoBarUpFilter","PullbackFilter,RecoveryTriggerFilter,MomentumFilter,TwoBarUpFilter",1238,68.01,True,-164047.16,0.8,-132.51,743,495,0.73,1.04,67,1.67,MARGINAL_BORDERLINE,0.4976,0.2632,9,INCONSISTENT,"[<class 'modules.filters.PullbackFilter'>, <class 'modules.filters.RecoveryTriggerFilter'>, <class 'modules.filters.MomentumFilter'>, <class 'modules.filters.TwoBarUpFilter'>]"
ComboTrend_Pullback_Momentum_TrendSlope_HigherLow,4,"PullbackFilter,MomentumFilter,TrendSlopeFilter,HigherLowFilter","PullbackFilter,MomentumFilter,TrendSlopeFilter,HigherLowFilter",890,48.89,True,-136706.53,0.75,-153.6,517,373,0.58,1.28,66,1.72,REGIME_DEPENDENT,0.459,0.3158,9,INCONSISTENT,"[<class 'modules.filters.PullbackFilter'>, <class 'modules.filters.MomentumFilter'>, <class 'modules.filters.TrendSlopeFilter'>, <class 'modules.filters.HigherLowFilter'>]"
ComboTrend_Pullback_Momentum_UpClose_TrendSlope,4,"PullbackFilter,MomentumFilter,UpCloseFilter,TrendSlopeFilter","PullbackFilter,MomentumFilter,UpCloseFilter,TrendSlopeFilter",1048,57.57,True,-155902.69,0.76,-148.76,616,432,0.62,1.18,73,1.76,MARGINAL_BORDERLINE,0.4708,0.2105,12,INCONSISTENT,"[<class 'modules.filters.PullbackFilter'>, <class 'modules.filters.MomentumFilter'>, <class 'modules.filters.UpCloseFilter'>, <class 'modules.filters.TrendSlopeFilter'>]"
ComboTrend_Pullback_Momentum_UpClose_TrendSlope_HigherLow,5,"PullbackFilter,MomentumFilter,UpCloseFilter,TrendSlopeFilter,HigherLowFilter","PullbackFilter,MomentumFilter,UpCloseFilter,TrendSlopeFilter,HigherLowFilter",836,45.92,True,-135881.0,0.75,-162.54,481,355,0.58,1.25,63,1.76,REGIME_DEPENDENT,0.4613,0.3158,9,INCONSISTENT,"[<class 'modules.filters.PullbackFilter'>, <class 'modules.filters.MomentumFilter'>, <class 'modules.filters.UpCloseFilter'>, <class 'modules.filters.TrendSlopeFilter'>, <class 'modules.filters.HigherLowFilter'>]"
ComboTrend_Pullback_RecoveryTrigger_Momentum_CloseAboveFastSMA,4,"PullbackFilter,RecoveryTriggerFilter,MomentumFilter,CloseAboveFastSMAFilter","PullbackFilter,RecoveryTriggerFilter,MomentumFilter,CloseAboveFastSMAFilter",2140,117.56,True,-214790.97,0.81,-100.37,1290,850,0.72,1.02,119,1.23,MARGINAL_BORDERLINE,0.4599,0.2632,11,INCONSISTENT,"[<class 'modules.filters.PullbackFilter'>, <class 'modules.filters.RecoveryTriggerFilter'>, <class 'modules.filters.MomentumFilter'>, <class 'modules.filters.CloseAboveFastSMAFilter'>]"
ComboTrend_Pullback_RecoveryTrigger_Momentum_UpClose,4,"PullbackFilter,RecoveryTriggerFilter,MomentumFilter,UpCloseFilter","PullbackFilter,RecoveryTriggerFilter,MomentumFilter,UpCloseFilter",2137,117.39,True,-213044.0,0.81,-99.69,1289,848,0.72,1.02,119,1.23,MARGINAL_BORDERLINE,0.4594,0.2632,11,INCONSISTENT,"[<class 'modules.filters.PullbackFilter'>, <class 'modules.filters.RecoveryTriggerFilter'>, <class 'modules.filters.MomentumFilter'>, <class 'modules.filters.UpCloseFilter'>]"
ComboTrend_Pullback_RecoveryTrigger_UpClose_TwoBarUp,4,"PullbackFilter,RecoveryTriggerFilter,UpCloseFilter,TwoBarUpFilter","PullbackFilter,RecoveryTriggerFilter,UpCloseFilter,TwoBarUpFilter",1593,87.51,True,-199385.28,0.78,-125.16,964,629,0.71,1.01,84,1.48,MARGINAL_BORDERLINE,0.4749,0.1579,12,INCONSISTENT,"[<class 'modules.filters.PullbackFilter'>, <class 'modules.filters.RecoveryTriggerFilter'>, <class 'modules.filters.UpCloseFilter'>, <class 'modules.filters.TwoBarUpFilter'>]"
ComboTrend_Pullback_Volatility_Momentum_UpClose_TrendSlope,5,"PullbackFilter,VolatilityFilter,MomentumFilter,UpCloseFilter,TrendSlopeFilter","PullbackFilter,VolatilityFilter,MomentumFilter,UpCloseFilter,TrendSlopeFilter",861,47.3,True,-140388.44,0.75,-163.05,514,347,0.61,1.15,64,1.8,MARGINAL_BORDERLINE,0.4715,0.2105,12,INCONSISTENT,"[<class 'modules.filters.PullbackFilter'>, <class 'modules.filters.VolatilityFilter'>, <class 'modules.filters.MomentumFilter'>, <class 'modules.filters.UpCloseFilter'>, <class 'modules.filters.TrendSlopeFilter'>]"
