strategy_name,filter_count,filters,filter_class_names,total_trades,trades_per_year,passes_trade_filter,net_pnl,profit_factor,average_trade,is_trades,oos_trades,is_pf,oos_pf,recent_12m_trades,recent_12m_pf,quality_flag,quality_score,pct_profitable_years,max_consecutive_losing_years,consistency_flag,filter_classes
ComboMR_DistanceBelowSMA_TwoBarDown_ReversalUpBar,3,"DistanceBelowSMAFilter,TwoBarDownFilter,ReversalUpBarFilter","DistanceBelowSMAFilter,TwoBarDownFilter,ReversalUpBarFilter",68,3.74,True,34448.62,1.51,506.6,37,31,1.24,1.84,9,3.09,ROBUST_BORDERLINE,0.6929,0.5263,3,MIXED,"[<class 'modules.filters.DistanceBelowSMAFilter'>, <class 'modules.filters.TwoBarDownFilter'>, <class 'modules.filters.ReversalUpBarFilter'>]"
ComboMR_DistanceBelowSMA_DownClose_ReversalUpBar_StretchFromLongTermSMA,4,"DistanceBelowSMAFilter,DownCloseFilter,ReversalUpBarFilter,StretchFromLongTermSMAFilter","DistanceBelowSMAFilter,DownCloseFilter,ReversalUpBarFilter,StretchFromLongTermSMAFilter",75,4.12,True,21164.06,1.32,282.19,50,25,1.04,2.04,6,1.31,STABLE_BORDERLINE,0.5723,0.5,3,MIXED,"[<class 'modules.filters.DistanceBelowSMAFilter'>, <class 'modules.filters.DownCloseFilter'>, <class 'modules.filters.ReversalUpBarFilter'>, <class 'modules.filters.StretchFromLongTermSMAFilter'>]"
ComboMR_DownClose_ThreeBarDown_ReversalUpBar,3,"DownCloseFilter,ThreeBarDownFilter,ReversalUpBarFilter","DownCloseFilter,ThreeBarDownFilter,ReversalUpBarFilter",72,3.96,True,16320.19,1.22,226.67,44,28,0.9,1.85,9,1.77,REGIME_DEPENDENT,0.5951,0.6667,2,CONSISTENT,"[<class 'modules.filters.DownCloseFilter'>, <class 'modules.filters.ThreeBarDownFilter'>, <class 'modules.filters.ReversalUpBarFilter'>]"
ComboMR_ThreeBarDown_ReversalUpBar_LowVolatilityRegime,3,"ThreeBarDownFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter","ThreeBarDownFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter",60,3.3,True,4410.22,1.07,73.5,39,21,0.79,1.85,6,2.21,REGIME_DEPENDENT,0.5954,0.6111,2,CONSISTENT,"[<class 'modules.filters.ThreeBarDownFilter'>, <class 'modules.filters.ReversalUpBarFilter'>, <class 'modules.filters.LowVolatilityRegimeFilter'>]"
ComboMR_ReversalUpBar_CloseNearLow_StretchFromLongTermSMA,3,"ReversalUpBarFilter,CloseNearLowFilter,StretchFromLongTermSMAFilter","ReversalUpBarFilter,CloseNearLowFilter,StretchFromLongTermSMAFilter",803,44.11,True,-102628.22,0.86,-127.81,484,319,0.77,1.11,48,2.03,MARGINAL_BORDERLINE,0.5325,0.3158,7,INCONSISTENT,"[<class 'modules.filters.ReversalUpBarFilter'>, <class 'modules.filters.CloseNearLowFilter'>, <class 'modules.filters.StretchFromLongTermSMAFilter'>]"
ComboMR_ReversalUpBar_LowVolatilityRegime_CloseNearLow_StretchFromLongTermSMA,4,"ReversalUpBarFilter,LowVolatilityRegimeFilter,CloseNearLowFilter,StretchFromLongTermSMAFilter","ReversalUpBarFilter,LowVolatilityRegimeFilter,CloseNearLowFilter,StretchFromLongTermSMAFilter",574,31.53,True,-101276.5,0.81,-176.44,357,217,0.68,1.25,30,2.31,REGIME_DEPENDENT,0.5285,0.3158,9,INCONSISTENT,"[<class 'modules.filters.ReversalUpBarFilter'>, <class 'modules.filters.LowVolatilityRegimeFilter'>, <class 'modules.filters.CloseNearLowFilter'>, <class 'modules.filters.StretchFromLongTermSMAFilter'>]"
ComboMR_BelowFastSMA_DownClose_ReversalUpBar_LowVolatilityRegime_StretchFromLongTermSMA,5,"BelowFastSMAFilter,DownCloseFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,StretchFromLongTermSMAFilter","BelowFastSMAFilter,DownCloseFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,StretchFromLongTermSMAFilter",62,3.41,True,1897.34,1.03,30.6,43,19,0.9,1.42,3,2.19,REGIME_DEPENDENT,0.5834,0.5556,3,MIXED,"[<class 'modules.filters.BelowFastSMAFilter'>, <class 'modules.filters.DownCloseFilter'>, <class 'modules.filters.ReversalUpBarFilter'>, <class 'modules.filters.LowVolatilityRegimeFilter'>, <class 'modules.filters.StretchFromLongTermSMAFilter'>]"
ComboMR_DistanceBelowSMA_DownClose_ReversalUpBar_LowVolatilityRegime,4,"DistanceBelowSMAFilter,DownCloseFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter","DistanceBelowSMAFilter,DownCloseFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter",92,5.05,True,-12649.75,0.87,-137.5,62,30,0.66,1.67,7,3.08,REGIME_DEPENDENT,0.525,0.4211,7,INCONSISTENT,"[<class 'modules.filters.DistanceBelowSMAFilter'>, <class 'modules.filters.DownCloseFilter'>, <class 'modules.filters.ReversalUpBarFilter'>, <class 'modules.filters.LowVolatilityRegimeFilter'>]"
ComboMR_DistanceBelowSMA_DownClose_ReversalUpBar,3,"DistanceBelowSMAFilter,DownCloseFilter,ReversalUpBarFilter","DistanceBelowSMAFilter,DownCloseFilter,ReversalUpBarFilter",128,7.03,True,-4199.69,0.97,-32.81,79,49,0.7,1.57,15,1.95,REGIME_DEPENDENT,0.5206,0.4211,4,MIXED,"[<class 'modules.filters.DistanceBelowSMAFilter'>, <class 'modules.filters.DownCloseFilter'>, <class 'modules.filters.ReversalUpBarFilter'>]"
