strategy_name,filter_count,filters,filter_class_names,total_trades,trades_per_year,passes_trade_filter,net_pnl,profit_factor,average_trade,is_trades,oos_trades,is_pf,oos_pf,recent_12m_trades,recent_12m_pf,quality_flag,quality_score,pct_profitable_years,max_consecutive_losing_years,consistency_flag,filter_classes
ComboBreakout_Compression_RangeBreakout_ExpansionBar_BreakoutCloseStrength_RisingBase,5,"CompressionFilter,RangeBreakoutFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,RisingBaseFilter","CompressionFilter,RangeBreakoutFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,RisingBaseFilter",818,44.94,True,-31222.5,0.92,-38.17,457,361,0.71,1.09,50,1.06,MARGINAL,0.4421,0.3684,9,INCONSISTENT,"[<class 'modules.filters.CompressionFilter'>, <class 'modules.filters.RangeBreakoutFilter'>, <class 'modules.filters.ExpansionBarFilter'>, <class 'modules.filters.BreakoutCloseStrengthFilter'>, <class 'modules.filters.RisingBaseFilter'>]"
ComboBreakout_RangeBreakout_ExpansionBar_RisingBase,3,"RangeBreakoutFilter,ExpansionBarFilter,RisingBaseFilter","RangeBreakoutFilter,ExpansionBarFilter,RisingBaseFilter",3037,166.83,True,-180473.0,0.72,-59.42,1825,1212,0.52,1.02,146,1.37,MARGINAL_BORDERLINE,0.4185,0.2105,13,INCONSISTENT,"[<class 'modules.filters.RangeBreakoutFilter'>, <class 'modules.filters.ExpansionBarFilter'>, <class 'modules.filters.RisingBaseFilter'>]"
ComboBreakout_Compression_ExpansionBar_BreakoutCloseStrength_BreakoutDistance_RisingBase,5,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter",813,44.66,True,-33550.5,0.91,-41.27,457,356,0.69,1.09,50,1.06,MARGINAL,0.4372,0.3684,9,INCONSISTENT,"[<class 'modules.filters.CompressionFilter'>, <class 'modules.filters.ExpansionBarFilter'>, <class 'modules.filters.BreakoutCloseStrengthFilter'>, <class 'modules.filters.BreakoutDistanceFilter'>, <class 'modules.filters.RisingBaseFilter'>]"
ComboBreakout_RangeBreakout_ExpansionBar_PriorRangePosition_RisingBase,4,"RangeBreakoutFilter,ExpansionBarFilter,PriorRangePositionFilter,RisingBaseFilter","RangeBreakoutFilter,ExpansionBarFilter,PriorRangePositionFilter,RisingBaseFilter",3005,165.07,True,-183908.5,0.71,-61.2,1802,1203,0.52,1.01,144,1.37,MARGINAL_BORDERLINE,0.4182,0.1579,13,INCONSISTENT,"[<class 'modules.filters.RangeBreakoutFilter'>, <class 'modules.filters.ExpansionBarFilter'>, <class 'modules.filters.PriorRangePositionFilter'>, <class 'modules.filters.RisingBaseFilter'>]"
ComboBreakout_RangeBreakout_ExpansionBar_BreakoutRetest,3,"RangeBreakoutFilter,ExpansionBarFilter,BreakoutRetestFilter","RangeBreakoutFilter,ExpansionBarFilter,BreakoutRetestFilter",3931,215.94,True,-223664.5,0.73,-56.9,2338,1593,0.56,0.95,204,1.09,MARGINAL,0.4131,0.1579,12,INCONSISTENT,"[<class 'modules.filters.RangeBreakoutFilter'>, <class 'modules.filters.ExpansionBarFilter'>, <class 'modules.filters.BreakoutRetestFilter'>]"
ComboBreakout_RangeBreakout_ExpansionBar_PriorRangePosition,3,"RangeBreakoutFilter,ExpansionBarFilter,PriorRangePositionFilter","RangeBreakoutFilter,ExpansionBarFilter,PriorRangePositionFilter",3856,211.82,True,-222994.5,0.72,-57.83,2292,1564,0.56,0.94,199,1.13,MARGINAL,0.4159,0.1579,12,INCONSISTENT,"[<class 'modules.filters.RangeBreakoutFilter'>, <class 'modules.filters.ExpansionBarFilter'>, <class 'modules.filters.PriorRangePositionFilter'>]"
ComboBreakout_ExpansionBar_BreakoutDistance_RisingBase,3,"ExpansionBarFilter,BreakoutDistanceFilter,RisingBaseFilter","ExpansionBarFilter,BreakoutDistanceFilter,RisingBaseFilter",3013,165.51,True,-185277.0,0.71,-61.49,1823,1190,0.52,1.0,142,1.31,MARGINAL_BORDERLINE,0.4153,0.2632,12,INCONSISTENT,"[<class 'modules.filters.ExpansionBarFilter'>, <class 'modules.filters.BreakoutDistanceFilter'>, <class 'modules.filters.RisingBaseFilter'>]"
ComboBreakout_ExpansionBar_PriorRangePosition_BreakoutDistance,3,"ExpansionBarFilter,PriorRangePositionFilter,BreakoutDistanceFilter","ExpansionBarFilter,PriorRangePositionFilter,BreakoutDistanceFilter",3830,210.39,True,-225653.0,0.72,-58.92,2289,1541,0.56,0.93,195,1.09,MARGINAL,0.4148,0.1579,12,INCONSISTENT,"[<class 'modules.filters.ExpansionBarFilter'>, <class 'modules.filters.PriorRangePositionFilter'>, <class 'modules.filters.BreakoutDistanceFilter'>]"
