"Date","Time","Open","High","Low","Close","Vol","OI"
12/31/2007,16:00,75.718750,76.265625,75.671875,76.093750,189319,2121399
01/02/2008,16:00,76.140625,77.203125,75.765625,77.093750,816994,2178248
01/03/2008,16:00,77.000000,77.281250,76.625000,77.046875,916555,2223179
01/04/2008,16:00,77.125000,77.937500,76.953125,77.687500,1230992,2278155
01/07/2008,16:00,77.546875,77.953125,77.375000,77.859375,1076770,2265312
01/08/2008,16:00,77.843750,78.406250,77.390625,77.859375,1222227,2283605
01/09/2008,16:00,78.328125,78.437500,77.828125,78.171875,1179016,2271683
01/10/2008,16:00,77.906250,78.156250,77.453125,77.515625,1364268,2318592
01/11/2008,16:00,77.578125,78.343750,77.500000,78.140625,1115885,2371580
01/14/2008,16:00,78.218750,78.468750,78.031250,78.203125,760475,2370542
01/15/2008,16:00,78.187500,79.062500,78.187500,78.796875,1280544,2408320
01/16/2008,16:00,79.078125,79.406250,78.484375,78.734375,1537787,2354448
01/17/2008,16:00,78.562500,79.531250,78.437500,79.250000,1499816,2442449
01/18/2008,16:00,79.421875,79.515625,78.937500,79.375000,938116,2471534
01/22/2008,16:00,80.234375,81.218750,79.765625,80.531250,2063498,2512847
01/23/2008,16:00,80.890625,81.859375,79.437500,80.906250,2277289,2589021
01/24/2008,16:00,79.750000,80.453125,78.718750,79.375000,1879355,2587961
01/25/2008,16:00,78.875000,79.937500,78.453125,79.750000,1584326,2587961
01/28/2008,16:00,79.859375,80.203125,79.453125,79.703125,889431,2587961
01/29/2008,16:00,79.640625,79.843750,78.921875,79.234375,987770,2587961
01/30/2008,16:00,78.968750,79.515625,78.484375,78.703125,1131206,2587961
01/31/2008,16:00,79.468750,80.031250,79.218750,79.421875,1405661,2587961
02/01/2008,16:00,79.687500,80.281250,79.218750,79.750000,1579155,2587961
02/04/2008,16:00,79.750000,79.750000,79.296875,79.515625,758538,2587961
02/05/2008,16:00,79.468750,80.484375,79.406250,80.140625,1313215,2587961
02/06/2008,16:00,80.265625,80.500000,79.859375,80.015625,969101,2587961
02/07/2008,16:00,80.187500,80.515625,78.640625,79.234375,1503363,2587961
02/08/2008,16:00,78.937500,79.921875,78.937500,79.781250,1119709,2587961
02/11/2008,16:00,79.828125,80.343750,79.578125,80.031250,937751,2587961
02/12/2008,16:00,80.093750,80.156250,79.203125,79.593750,1320047,2587961
02/13/2008,16:00,79.765625,79.968750,79.328125,79.687500,1282492,2587961
02/14/2008,16:00,79.484375,79.671875,78.687500,78.937500,1526938,2587961
02/15/2008,16:00,79.000000,79.437500,78.781250,79.140625,1020002,2319217
02/19/2008,16:00,78.968750,79.125000,78.031250,78.328125,1665348,2587961
