strategy_name,hold_bars,stop_distance_points,min_avg_range,momentum_lookback,total_trades,trades_per_year,passes_trade_filter,reject_reason,net_pnl,gross_profit,gross_loss,average_trade,profit_factor,max_drawdown,win_rate,average_mae_points,average_mfe_points,is_trades,oos_trades,is_pf,oos_pf,recent_12m_trades,recent_12m_pf,quality_flag,quality_score,pct_profitable_years,max_consecutive_losing_years,consistency_flag,strategy_type,combo_filters,combo_filter_class_names
RefinedTrend_HB10_ATR2.0_VOL0.0_MOM16,10,2.0,0.0,16,784,43.06752895172206,True,ACCEPT,-4319.5,329053.5,-333373.0,-5.51,0.99,-62658.5,48.6,-8.56,8.35,454,330,0.61,1.25,54,1.86,REGIME_DEPENDENT,0.507,0.5263,4,MIXED,trend,"PullbackFilter,RecoveryTriggerFilter,MomentumFilter,UpCloseFilter,TrendSlopeFilter","PullbackFilter,RecoveryTriggerFilter,MomentumFilter,UpCloseFilter,TrendSlopeFilter"
RefinedTrend_HB30_ATR0.75_VOL0.0_MOM28,30,0.75,0.0,28,740,40.65047375545195,True,ACCEPT,-4584.0,720285.0,-724869.0,-6.19,0.99,-128831.5,34.46,-8.16,10.55,412,328,0.66,1.3,59,1.56,REGIME_DEPENDENT,0.4815,0.3684,5,INCONSISTENT,trend,"PullbackFilter,RecoveryTriggerFilter,MomentumFilter,UpCloseFilter,TrendSlopeFilter","PullbackFilter,RecoveryTriggerFilter,MomentumFilter,UpCloseFilter,TrendSlopeFilter"
RefinedTrend_HB12_ATR2.5_VOL0.0_MOM10,12,2.5,0.0,10,809,44.440855767784626,True,ACCEPT,-4613.5,195869.5,-200483.0,-5.7,0.98,-37832.0,46.48,-9.14,9.04,475,334,0.57,1.26,57,1.43,REGIME_DEPENDENT,0.4334,0.2632,9,INCONSISTENT,trend,"PullbackFilter,RecoveryTriggerFilter,MomentumFilter,UpCloseFilter,TrendSlopeFilter","PullbackFilter,RecoveryTriggerFilter,MomentumFilter,UpCloseFilter,TrendSlopeFilter"
RefinedTrend_HB16_ATR1.0_VOL0.0_MOM20,16,1.0,0.0,20,755,41.47446984508949,True,ACCEPT,-5665.0,600890.5,-606555.5,-7.5,0.99,-115355.0,42.38,-8.26,9.57,424,331,0.6,1.32,55,1.27,REGIME_DEPENDENT,0.4512,0.4737,5,INCONSISTENT,trend,"PullbackFilter,RecoveryTriggerFilter,MomentumFilter,UpCloseFilter,TrendSlopeFilter","PullbackFilter,RecoveryTriggerFilter,MomentumFilter,UpCloseFilter,TrendSlopeFilter"
RefinedTrend_HB12_ATR1.25_VOL0.0_MOM0,12,1.25,0.0,0,785,43.122462024364566,True,ACCEPT,-5685.0,525671.5,-531356.5,-7.24,0.99,-91157.0,43.31,-8.3,8.93,441,344,0.67,1.23,60,1.6,REGIME_DEPENDENT,0.4874,0.4211,5,INCONSISTENT,trend,"PullbackFilter,RecoveryTriggerFilter,MomentumFilter,UpCloseFilter,TrendSlopeFilter","PullbackFilter,RecoveryTriggerFilter,MomentumFilter,UpCloseFilter,TrendSlopeFilter"
RefinedTrend_HB12_ATR1.25_VOL0.0_MOM16,12,1.25,0.0,16,785,43.122462024364566,True,ACCEPT,-5685.0,525671.5,-531356.5,-7.24,0.99,-91157.0,43.31,-8.3,8.93,441,344,0.67,1.23,60,1.6,REGIME_DEPENDENT,0.4874,0.4211,5,INCONSISTENT,trend,"PullbackFilter,RecoveryTriggerFilter,MomentumFilter,UpCloseFilter,TrendSlopeFilter","PullbackFilter,RecoveryTriggerFilter,MomentumFilter,UpCloseFilter,TrendSlopeFilter"
RefinedTrend_HB12_ATR2.0_VOL0.0_MOM0,12,2.0,0.0,0,761,41.8040682809445,True,ACCEPT,-6912.5,336359.0,-343271.5,-9.08,0.98,-63384.0,46.25,-9.09,9.15,439,322,0.63,1.23,54,1.63,REGIME_DEPENDENT,0.4792,0.4211,5,INCONSISTENT,trend,"PullbackFilter,RecoveryTriggerFilter,MomentumFilter,UpCloseFilter,TrendSlopeFilter","PullbackFilter,RecoveryTriggerFilter,MomentumFilter,UpCloseFilter,TrendSlopeFilter"
RefinedTrend_HB12_ATR2.0_VOL0.0_MOM16,12,2.0,0.0,16,761,41.8040682809445,True,ACCEPT,-6912.5,336359.0,-343271.5,-9.08,0.98,-63384.0,46.25,-9.09,9.15,439,322,0.63,1.23,54,1.63,REGIME_DEPENDENT,0.4792,0.4211,5,INCONSISTENT,trend,"PullbackFilter,RecoveryTriggerFilter,MomentumFilter,UpCloseFilter,TrendSlopeFilter","PullbackFilter,RecoveryTriggerFilter,MomentumFilter,UpCloseFilter,TrendSlopeFilter"
RefinedTrend_HB10_ATR2.5_VOL0.0_MOM28,10,2.5,0.0,28,732,40.211009174311926,True,ACCEPT,-7598.5,167950.5,-175549.0,-10.38,0.96,-41657.5,48.22,-9.02,8.51,430,302,0.53,1.3,52,2.06,REGIME_DEPENDENT,0.488,0.4211,5,INCONSISTENT,trend,"PullbackFilter,RecoveryTriggerFilter,MomentumFilter,UpCloseFilter,TrendSlopeFilter","PullbackFilter,RecoveryTriggerFilter,MomentumFilter,UpCloseFilter,TrendSlopeFilter"
RefinedTrend_HB10_ATR2.5_VOL0.0_MOM10,10,2.5,0.0,10,832,45.70431643856219,True,ACCEPT,-8025.5,177741.0,-185766.5,-9.65,0.96,-38725.5,47.12,-8.64,8.13,489,343,0.51,1.27,59,1.75,REGIME_DEPENDENT,0.4437,0.3158,10,INCONSISTENT,trend,"PullbackFilter,RecoveryTriggerFilter,MomentumFilter,UpCloseFilter,TrendSlopeFilter","PullbackFilter,RecoveryTriggerFilter,MomentumFilter,UpCloseFilter,TrendSlopeFilter"
