strategy_name,hold_bars,stop_distance_points,min_avg_range,momentum_lookback,total_trades,trades_per_year,passes_trade_filter,reject_reason,net_pnl,gross_profit,gross_loss,average_trade,profit_factor,max_drawdown,win_rate,average_mae_points,average_mfe_points,is_trades,oos_trades,is_pf,oos_pf,recent_12m_trades,recent_12m_pf,quality_flag,quality_score,pct_profitable_years,max_consecutive_losing_years,consistency_flag,strategy_type,combo_filters,combo_filter_class_names
RefinedBreakout_HB20_ATR1.0_COMP0.8_MOM0,20,1.0,0.8,0,192,10.547149947360506,True,ACCEPT,-15118.5,175122.0,-190240.5,-78.74,0.92,-43076.5,42.71,-7.51,9.08,79,113,0.93,0.92,21,1.41,MARGINAL,0.5717,0.5,3,MIXED,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB24_ATR1.25_COMP0.8_MOM0,24,1.25,0.8,0,183,10.052752293577981,True,ACCEPT,-17711.0,123619.0,-141330.0,-96.78,0.87,-31149.5,47.54,-8.6,10.27,77,106,0.74,0.95,21,0.98,MARGINAL,0.4521,0.3889,5,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB32_ATR1.25_COMP0.8_MOM0,32,1.25,0.8,0,178,9.778086930365468,True,ACCEPT,-19655.0,130946.0,-150601.0,-110.42,0.87,-33318.5,46.07,-9.23,10.97,74,104,0.7,0.96,21,0.85,MARGINAL_BORDERLINE,0.4142,0.3333,7,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB16_ATR1.25_COMP0.9_MOM0,16,1.25,0.9,0,874,48.0115054895473,True,ACCEPT,-19687.5,506256.0,-525943.5,-22.53,0.96,-62130.0,44.28,-7.14,7.99,472,402,0.75,1.11,56,0.84,MARGINAL_BORDERLINE,0.4523,0.3684,5,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB12_ATR0.5_COMP0.8_MOM0,12,0.5,0.8,0,224,12.30500827192059,True,ACCEPT,-19925.0,322158.0,-342083.0,-88.95,0.94,-61986.5,36.16,-4.93,6.49,91,133,0.94,0.94,27,0.63,MARGINAL,0.5082,0.4444,4,MIXED,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB12_ATR1.0_COMP0.8_MOM0,12,1.0,0.8,0,206,11.316212964355541,True,ACCEPT,-20302.0,163819.0,-184121.0,-98.55,0.89,-39286.5,44.17,-6.9,7.7,85,121,0.86,0.9,24,1.23,MARGINAL,0.5394,0.4444,3,MIXED,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB32_ATR0.75_COMP0.8_MOM0,32,0.75,0.8,0,189,10.382350729432996,True,ACCEPT,-20556.5,225402.5,-245959.0,-108.76,0.92,-53295.0,38.1,-7.34,9.43,77,112,0.86,0.95,21,1.18,MARGINAL,0.5218,0.5,4,MIXED,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB40_ATR1.0_COMP0.9_MOM0,40,1.0,0.9,0,785,43.122462024364566,True,ACCEPT,-21819.5,697755.5,-719575.0,-27.8,0.97,-76890.5,40.89,-8.16,10.23,414,371,0.79,1.09,54,0.8,MARGINAL,0.464,0.4737,5,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB40_ATR1.25_COMP0.8_MOM0,40,1.25,0.8,0,174,9.558354639795457,True,ACCEPT,-22057.0,129977.0,-152034.0,-126.76,0.85,-31381.0,44.83,-9.51,11.58,73,101,0.71,0.93,20,0.73,MARGINAL,0.4095,0.3889,7,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB24_ATR2.0_COMP0.8_MOM0,24,2.0,0.8,0,183,10.052752293577981,True,ACCEPT,-23539.0,87281.0,-110820.0,-128.63,0.79,-35034.0,50.82,-10.26,10.5,77,106,0.76,0.8,21,0.83,MARGINAL,0.4509,0.2778,7,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB16_ATR1.0_COMP0.8_MOM0,16,1.0,0.8,0,198,10.87674838321552,True,ACCEPT,-24168.5,154678.0,-178846.5,-122.06,0.86,-51325.5,45.45,-7.32,8.36,82,116,0.8,0.9,22,1.55,MARGINAL,0.5107,0.3889,6,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB32_ATR0.5_COMP0.8_MOM0,32,0.5,0.8,0,206,11.316212964355541,True,ACCEPT,-24396.0,311750.5,-336146.5,-118.43,0.93,-64984.0,32.04,-5.36,8.11,83,123,0.87,0.96,25,0.69,MARGINAL_BORDERLINE,0.4857,0.4444,4,MIXED,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB16_ATR0.75_COMP0.8_MOM0,16,0.75,0.8,0,204,11.206346819070536,True,ACCEPT,-24547.0,208538.5,-233085.5,-120.33,0.89,-57347.0,41.18,-6.51,7.88,83,121,0.9,0.89,23,1.36,MARGINAL,0.5464,0.3889,4,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB32_ATR2.0_COMP0.8_MOM0,32,2.0,0.8,0,178,9.778086930365468,True,ACCEPT,-24574.0,90454.0,-115028.0,-138.06,0.79,-36194.0,48.88,-11.06,11.23,74,104,0.69,0.83,21,0.67,MARGINAL,0.4159,0.2778,7,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB20_ATR2.0_COMP0.9_MOM0,20,2.0,0.9,0,830,45.594450293277184,True,ACCEPT,-25090.0,364635.0,-389725.0,-30.23,0.94,-38430.0,45.78,-8.39,9.01,451,379,0.81,1.01,54,0.82,MARGINAL_BORDERLINE,0.4867,0.3684,3,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB8_ATR1.0_COMP0.8_MOM0,8,1.0,0.8,0,215,11.810610618138066,True,ACCEPT,-25570.0,140863.0,-166433.0,-118.93,0.85,-46076.5,43.26,-6.23,6.72,90,125,0.86,0.84,25,1.33,MARGINAL,0.551,0.5,3,MIXED,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB24_ATR1.5_COMP0.8_MOM0,24,1.5,0.8,0,183,10.052752293577981,True,ACCEPT,-25808.5,117959.0,-143767.5,-141.03,0.82,-41608.5,49.18,-9.23,10.41,77,106,0.8,0.83,21,0.83,MARGINAL,0.4564,0.2778,7,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB32_ATR1.0_COMP0.8_MOM0,32,1.0,0.8,0,183,10.052752293577981,True,ACCEPT,-26265.0,170725.0,-196990.0,-143.52,0.87,-49374.0,42.62,-8.45,10.15,75,108,0.77,0.91,21,1.05,MARGINAL,0.4825,0.4444,4,MIXED,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB12_ATR2.0_COMP0.9_MOM0,12,2.0,0.9,0,900,49.43976537825237,True,ACCEPT,-26350.0,329861.0,-356211.0,-29.28,0.93,-41336.0,45.33,-7.21,7.47,483,417,0.76,1.04,56,0.9,MARGINAL_BORDERLINE,0.4681,0.3684,4,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB8_ATR2.0_COMP0.9_MOM0,8,2.0,0.9,0,959,52.68081666416002,True,ACCEPT,-26647.0,294085.0,-320732.0,-27.79,0.92,-50524.0,44.84,-6.21,6.31,521,438,0.66,1.11,58,1.07,MARGINAL_BORDERLINE,0.4682,0.4737,3,MIXED,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB12_ATR1.25_COMP0.9_MOM0,12,1.25,0.9,0,905,49.71443074146488,True,ACCEPT,-26901.5,487009.0,-513910.5,-29.73,0.95,-56703.0,43.98,-6.58,7.35,483,422,0.77,1.06,58,0.73,MARGINAL,0.4478,0.2632,5,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB32_ATR1.5_COMP0.8_MOM0,32,1.5,0.8,0,178,9.778086930365468,True,ACCEPT,-27440.5,122690.0,-150130.5,-154.16,0.82,-43328.0,47.75,-9.93,11.12,74,104,0.75,0.85,21,0.71,MARGINAL,0.4282,0.3333,7,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB40_ATR1.5_COMP0.8_MOM0,40,1.5,0.8,0,174,9.558354639795457,True,ACCEPT,-27521.0,124392.0,-151913.0,-158.17,0.82,-40506.0,45.98,-10.26,11.75,73,101,0.79,0.84,20,0.65,MARGINAL,0.4439,0.4444,6,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB40_ATR2.0_COMP0.9_MOM0,40,2.0,0.9,0,762,41.859001353587004,True,ACCEPT,-28421.0,419944.0,-448365.0,-37.3,0.94,-47928.0,46.85,-10.24,11.34,411,351,0.76,1.05,51,0.79,MARGINAL,0.4366,0.3158,7,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB20_ATR1.5_COMP0.9_MOM0,20,1.5,0.9,0,832,45.70431643856219,True,ACCEPT,-28569.5,456661.5,-485231.0,-34.34,0.94,-44283.0,44.83,-7.87,8.85,451,381,0.81,1.02,55,0.68,MARGINAL_BORDERLINE,0.4806,0.4211,3,MIXED,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB16_ATR2.0_COMP0.9_MOM0,16,2.0,0.9,0,869,47.73684012633478,True,ACCEPT,-29777.0,350025.0,-379802.0,-34.27,0.92,-42893.0,46.03,-7.98,8.21,472,397,0.76,1.03,54,0.85,MARGINAL_BORDERLINE,0.4584,0.2632,4,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB40_ATR2.0_COMP0.8_MOM0,40,2.0,0.8,0,174,9.558354639795457,True,ACCEPT,-30842.0,90444.0,-121286.0,-177.25,0.75,-39746.0,47.13,-11.69,11.87,73,101,0.71,0.76,20,0.61,MARGINAL,0.4385,0.4444,6,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB16_ATR1.5_COMP0.9_MOM0,16,1.5,0.9,0,871,47.84670627161979,True,ACCEPT,-31816.0,407175.5,-438991.5,-36.53,0.93,-46789.5,45.24,-7.52,8.11,472,399,0.77,1.04,55,0.66,MARGINAL_BORDERLINE,0.4523,0.3684,4,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB12_ATR1.5_COMP0.9_MOM0,12,1.5,0.9,0,902,49.54963152353737,True,ACCEPT,-32137.5,393534.0,-425671.5,-35.63,0.92,-45907.0,44.46,-6.86,7.43,483,419,0.76,1.03,57,0.63,MARGINAL_BORDERLINE,0.4502,0.3684,4,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB16_ATR0.5_COMP0.8_MOM0,16,0.5,0.8,0,217,11.920476763423071,True,ACCEPT,-32556.0,299979.5,-332535.5,-150.03,0.9,-70819.0,34.1,-5.11,6.97,88,129,0.89,0.91,26,0.65,MARGINAL,0.5074,0.4444,3,MIXED,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB24_ATR0.75_COMP0.8_MOM0,24,0.75,0.8,0,194,10.65701609264551,True,ACCEPT,-32881.5,204610.5,-237492.0,-169.49,0.86,-62624.0,39.18,-6.98,8.85,79,115,0.93,0.83,22,1.07,MARGINAL,0.5119,0.4444,3,MIXED,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB24_ATR1.0_COMP0.8_MOM0,24,1.0,0.8,0,188,10.327417656790495,True,ACCEPT,-32894.5,154994.0,-187888.5,-174.97,0.82,-55653.5,43.62,-7.95,9.51,78,110,0.82,0.83,21,1.2,MARGINAL,0.4927,0.3333,7,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB12_ATR1.0_COMP0.9_MOM0,12,1.0,0.9,0,919,50.483493758459915,True,ACCEPT,-34241.0,591936.0,-626177.0,-37.26,0.95,-70762.5,42.87,-6.3,7.08,485,434,0.77,1.05,59,0.83,MARGINAL,0.4548,0.2632,5,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB16_ATR1.0_COMP0.9_MOM0,16,1.0,0.9,0,886,48.670702361257334,True,ACCEPT,-34316.0,603123.5,-637439.5,-38.73,0.95,-77255.0,42.78,-6.76,7.72,474,412,0.75,1.08,57,0.97,MARGINAL,0.4638,0.4211,5,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB40_ATR1.0_COMP0.8_MOM0,40,1.0,0.8,0,179,9.83302000300797,True,ACCEPT,-34388.0,166546.0,-200934.0,-192.11,0.83,-52009.5,40.22,-8.69,10.68,74,105,0.8,0.84,20,0.8,MARGINAL,0.4831,0.5,4,MIXED,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB8_ATR1.5_COMP0.9_MOM0,8,1.5,0.9,0,960,52.735749736802525,True,ACCEPT,-34537.5,311550.0,-346087.5,-35.98,0.9,-56974.0,44.27,-5.93,6.28,521,439,0.67,1.1,59,0.9,MARGINAL,0.4579,0.4737,3,MIXED,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB24_ATR0.5_COMP0.8_MOM0,24,0.5,0.8,0,210,11.535945254925553,True,ACCEPT,-37075.0,290348.0,-327423.0,-176.55,0.89,-77821.0,34.29,-5.18,7.7,85,125,0.94,0.86,26,0.6,MARGINAL,0.5153,0.6111,2,CONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB8_ATR0.75_COMP0.8_MOM0,8,0.75,0.8,0,222,12.195142126635584,True,ACCEPT,-38256.5,186133.5,-224390.0,-172.33,0.83,-66934.5,40.99,-5.81,6.32,91,131,0.94,0.78,27,0.95,MARGINAL,0.4914,0.4444,3,MIXED,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB40_ATR0.75_COMP0.8_MOM0,40,0.75,0.8,0,187,10.272484584147993,True,ACCEPT,-38676.5,214196.5,-252873.0,-206.83,0.85,-63521.5,35.29,-7.55,9.78,76,111,0.88,0.83,21,0.9,MARGINAL,0.4946,0.4444,4,MIXED,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB8_ATR0.5_COMP0.8_MOM0,8,0.5,0.8,0,231,12.689539780418107,True,ACCEPT,-38798.5,280366.5,-319165.0,-167.96,0.88,-80399.5,36.36,-4.71,5.77,94,137,0.91,0.86,29,0.65,MARGINAL,0.4889,0.4444,4,MIXED,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB40_ATR0.75_COMP0.9_MOM0,40,0.75,0.9,0,812,44.605654985712135,True,ACCEPT,-39990.0,860442.0,-900432.0,-49.25,0.96,-92346.5,36.21,-6.98,9.4,421,391,0.8,1.07,57,0.72,MARGINAL,0.4604,0.4737,5,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB20_ATR0.75_COMP0.9_MOM0,20,0.75,0.9,0,871,47.84670627161979,True,ACCEPT,-40914.0,786640.0,-827554.0,-46.97,0.95,-90957.0,38.12,-6.12,7.86,457,414,0.79,1.06,59,0.85,MARGINAL,0.4599,0.4737,6,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB32_ATR1.0_COMP0.9_MOM0,32,1.0,0.9,0,802,44.05632425928711,True,ACCEPT,-41840.0,640774.0,-682614.0,-52.17,0.94,-85142.0,41.02,-7.92,9.72,423,379,0.75,1.07,54,0.84,MARGINAL,0.4541,0.4211,5,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB40_ATR1.5_COMP0.9_MOM0,40,1.5,0.9,0,765,42.02380057151451,True,ACCEPT,-43480.0,444701.0,-488181.0,-56.84,0.91,-55981.5,44.58,-9.38,11.0,411,354,0.77,1.01,52,0.69,MARGINAL_BORDERLINE,0.4524,0.4737,5,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB24_ATR2.0_COMP0.9_MOM0,24,2.0,0.9,0,810,44.49578884042713,True,ACCEPT,-44551.5,375828.5,-420380.0,-55.0,0.89,-54197.0,46.17,-9.02,9.64,438,372,0.76,0.98,54,0.85,MARGINAL_BORDERLINE,0.4509,0.3684,6,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB32_ATR0.75_COMP0.9_MOM0,32,0.75,0.9,0,826,45.37471800270717,True,ACCEPT,-45410.5,785573.5,-830984.0,-54.98,0.95,-101626.5,36.8,-6.81,8.99,428,398,0.76,1.09,57,0.89,MARGINAL,0.4516,0.3684,6,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB24_ATR1.5_COMP0.9_MOM0,24,1.5,0.9,0,812,44.605654985712135,True,ACCEPT,-45566.0,384163.5,-429729.5,-56.12,0.89,-56573.5,44.58,-8.34,9.45,438,374,0.74,1.01,55,0.78,MARGINAL_BORDERLINE,0.4344,0.2632,11,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB32_ATR1.5_COMP0.9_MOM0,32,1.5,0.9,0,782,42.95766280643706,True,ACCEPT,-46302.5,403266.5,-449569.0,-59.21,0.9,-60605.0,43.99,-9.07,10.45,420,362,0.74,1.02,52,0.75,MARGINAL_BORDERLINE,0.4366,0.4211,6,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
RefinedBreakout_HB8_ATR1.25_COMP0.9_MOM0,8,1.25,0.9,0,963,52.900548954730034,True,ACCEPT,-47030.0,405603.0,-452633.0,-48.84,0.9,-70902.5,43.61,-5.78,6.22,521,442,0.68,1.07,60,0.87,MARGINAL,0.4417,0.3684,4,INCONSISTENT,breakout,"CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter","CompressionFilter,ExpansionBarFilter,BreakoutCloseStrengthFilter,BreakoutDistanceFilter,RisingBaseFilter"
