strategy_type,dataset,rows,start,end,sanity_strategy_name,sanity_total_trades,total_combinations,promoted_candidates,promotion_status,best_combo_strategy_name,best_combo_profit_factor,best_combo_average_trade,best_combo_net_pnl,best_combo_total_trades,best_combo_filters,best_combo_filter_class_names,best_combo_is_trades,best_combo_oos_trades,best_combo_is_pf,best_combo_oos_pf,best_combo_recent_12m_trades,best_combo_recent_12m_pf,best_combo_trades_per_year,best_combo_max_drawdown,best_combo_quality_flag,best_combo_quality_score,best_combo_pct_profitable_years,best_combo_max_consecutive_losing_years,best_combo_consistency_flag,best_combo_exit_type,best_combo_trailing_stop_atr,best_combo_profit_target_atr,best_combo_signal_exit_reference,refinement_ran,accepted_refinement_rows,best_refined_strategy_name,best_refined_profit_factor,best_refined_average_trade,best_refined_net_pnl,best_refined_total_trades,best_refined_hold_bars,best_refined_stop_distance_points,best_refined_min_avg_range,best_refined_momentum_lookback,best_refined_is_trades,best_refined_oos_trades,best_refined_is_pf,best_refined_oos_pf,best_refined_recent_12m_trades,best_refined_recent_12m_pf,best_refined_trades_per_year,best_refined_max_drawdown,best_refined_quality_flag,best_refined_quality_score,best_refined_pct_profitable_years,best_refined_max_consecutive_losing_years,best_refined_consistency_flag,best_refined_exit_type,best_refined_trailing_stop_atr,best_refined_profit_target_atr,best_refined_signal_exit_reference,family_runtime_seconds
mean_reversion,ES_60m_quick_smoke.csv,400,2008-01-02 06:00:00,2008-01-27 20:00:00,FilterBasedMRStrategy,0,792,0,NO_PROMOTED_CANDIDATES,ComboMR_ReversalUpBar_LowVolatilityRegime_CloseNearLow_StretchFromLongTermSMA,3.6,3761.75,7523.5,2,"ReversalUpBarFilter,LowVolatilityRegimeFilter,CloseNearLowFilter,StretchFromLongTermSMAFilter","ReversalUpBarFilter,LowVolatilityRegimeFilter,CloseNearLowFilter,StretchFromLongTermSMAFilter",2,0,3.6,0.0,2,3.6,29.22,-2894.0,BROKEN_IN_OOS,0.4922,0.0,0,INSUFFICIENT_DATA,time_stop,,,,False,0,NONE,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0,INSUFFICIENT_DATA,time_stop,,,,57.11
