strategy_name,hold_bars,stop_distance_points,min_avg_range,momentum_lookback,total_trades,trades_per_year,passes_trade_filter,reject_reason,net_pnl,gross_profit,gross_loss,average_trade,profit_factor,max_drawdown,win_rate,average_mae_points,average_mfe_points,is_trades,oos_trades,is_pf,oos_pf,recent_12m_trades,recent_12m_pf,quality_flag,quality_score,pct_profitable_years,max_consecutive_losing_years,consistency_flag,strategy_type,combo_filters,combo_filter_class_names
RefinedMR_HB24_ATR0.75_DIST1.2_MOM0,24,0.75,1.2,0,211,11.590878327568054,True,ACCEPT,-34364.0,222147.5,-256511.5,-162.86,0.87,-106235.0,31.75,-8.72,11.18,23,188,0.5,0.91,33,2.95,LOW_IS_SAMPLE,0.5071,0.3529,6,INCONSISTENT,mean_reversion,"DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter","DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter"
RefinedMR_HB16_ATR1.5_DIST1.0_MOM0,16,1.5,1.0,0,102,5.603173409535268,True,ACCEPT,-34391.5,43760.0,-78151.5,-337.17,0.56,-45110.5,44.12,-11.32,12.24,12,90,0.24,0.6,16,1.42,LOW_IS_SAMPLE,0.394,0.4,4,MIXED,mean_reversion,"DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter","DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter"
RefinedMR_HB20_ATR1.5_DIST1.0_MOM0,20,1.5,1.0,0,101,5.548240336892766,True,ACCEPT,-35197.5,45187.5,-80385.0,-348.49,0.56,-49616.5,42.57,-12.03,12.89,12,89,0.18,0.62,16,1.69,LOW_IS_SAMPLE,0.3685,0.3333,7,INCONSISTENT,mean_reversion,"DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter","DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter"
RefinedMR_HB24_ATR1.0_DIST1.2_MOM0,24,1.0,1.2,0,204,11.206346819070536,True,ACCEPT,-36515.5,178271.0,-214786.5,-179.0,0.83,-84210.5,38.24,-10.15,12.75,23,181,0.42,0.87,32,2.33,LOW_IS_SAMPLE,0.4991,0.4118,4,MIXED,mean_reversion,"DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter","DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter"
RefinedMR_HB40_ATR0.75_DIST1.4_MOM0,40,0.75,1.4,0,177,9.723153857722966,True,ACCEPT,-37168.0,222667.5,-259835.5,-209.99,0.86,-89397.0,26.55,-9.55,13.36,14,163,0.44,0.9,32,1.99,LOW_IS_SAMPLE,0.4504,0.2667,6,INCONSISTENT,mean_reversion,"DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter","DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter"
RefinedMR_HB20_ATR0.75_DIST1.4_MOM0,20,0.75,1.4,0,179,9.83302000300797,True,ACCEPT,-40875.0,196330.0,-237205.0,-228.35,0.83,-90223.5,29.61,-9.02,11.51,14,165,0.39,0.86,32,2.29,LOW_IS_SAMPLE,0.472,0.2667,5,INCONSISTENT,mean_reversion,"DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter","DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter"
RefinedMR_HB16_ATR0.75_DIST1.4_MOM0,16,0.75,1.4,0,179,9.83302000300797,True,ACCEPT,-41183.5,184705.5,-225889.0,-230.08,0.82,-80767.5,32.96,-8.62,10.95,14,165,0.52,0.84,32,2.05,LOW_IS_SAMPLE,0.4878,0.2667,5,INCONSISTENT,mean_reversion,"DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter","DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter"
RefinedMR_HB32_ATR0.4_DIST1.2_MOM0,32,0.4,1.2,0,218,11.975409836065573,True,ACCEPT,-41729.5,342043.5,-383773.0,-191.42,0.89,-188965.5,20.64,-6.99,9.52,24,194,0.7,0.92,32,2.59,LOW_IS_SAMPLE,0.5736,0.4706,4,MIXED,mean_reversion,"DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter","DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter"
RefinedMR_HB24_ATR1.0_DIST1.0_MOM0,24,1.0,1.0,0,103,5.658106482177771,True,ACCEPT,-41897.5,69499.5,-111397.0,-406.77,0.62,-68977.5,34.95,-10.55,12.3,12,91,0.21,0.68,16,2.3,LOW_IS_SAMPLE,0.4192,0.3333,7,INCONSISTENT,mean_reversion,"DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter","DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter"
RefinedMR_HB20_ATR1.0_DIST1.0_MOM0,20,1.0,1.0,0,104,5.7130395548202735,True,ACCEPT,-42237.5,68221.0,-110458.5,-406.13,0.62,-67068.0,34.62,-10.36,12.04,12,92,0.21,0.67,16,2.23,LOW_IS_SAMPLE,0.4146,0.3333,7,INCONSISTENT,mean_reversion,"DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter","DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter"
