strategy_type,leader_strategy_name,accepted_final,quality_flag,leader_pf,leader_net_pnl,leader_trades,bootcamp_score,is_pf,oos_pf,recent_12m_pf
mean_reversion,BootcampMR,True,ROBUST,1.4,60000.0,180,75.5,1.1,1.35,1.3
