strategy_type,dataset,promotion_status,promoted_candidates,leader_source,leader_strategy_name,accepted_final,quality_flag,is_trades,oos_trades,is_pf,oos_pf,recent_12m_trades,recent_12m_pf,leader_pf,leader_avg_trade,leader_net_pnl,leader_trades,leader_trades_per_year,leader_max_drawdown,leader_quality_score,leader_pct_profitable_years,leader_max_consecutive_losing_years,leader_consistency_flag,bootcamp_score,bootcamp_profitability_score,bootcamp_drawdown_score,bootcamp_oos_score,bootcamp_consistency_score,bootcamp_trade_count_score,bootcamp_quality_penalty,bootcamp_drawdown_to_profit_ratio,leader_hold_bars,leader_stop_distance_points,leader_min_avg_range,leader_momentum_lookback,leader_exit_type,leader_trailing_stop_atr,leader_profit_target_atr,leader_signal_exit_reference,best_combo_strategy_name,best_combo_filters,best_combo_filter_class_names,best_refined_strategy_name,best_combo_exit_type,best_combo_trailing_stop_atr,best_combo_profit_target_atr,best_combo_signal_exit_reference,best_refined_exit_type,best_refined_trailing_stop_atr,best_refined_profit_target_atr,best_refined_signal_exit_reference
mean_reversion,ES_60m_quick_smoke.csv,NO_PROMOTED_CANDIDATES,0,combo,ComboMR_ReversalUpBar_LowVolatilityRegime_CloseNearLow_StretchFromLongTermSMA,False,BROKEN_IN_OOS,2,0,3.6,0.0,2,3.6,3.6,3761.75,7523.5,2,29.22,-2894.0,0.4922,0.0,0,INSUFFICIENT_DATA,53.83,30.0,14.87,12.5,3.84,7.62,15.0,0.3847,0,0.0,0.0,0,time_stop,,,,ComboMR_ReversalUpBar_LowVolatilityRegime_CloseNearLow_StretchFromLongTermSMA,"ReversalUpBarFilter,LowVolatilityRegimeFilter,CloseNearLowFilter,StretchFromLongTermSMAFilter","ReversalUpBarFilter,LowVolatilityRegimeFilter,CloseNearLowFilter,StretchFromLongTermSMAFilter",NONE,time_stop,,,,time_stop,,,
