strategy_type,dataset,promotion_status,promoted_candidates,leader_source,leader_strategy_name,accepted_final,quality_flag,is_trades,oos_trades,is_pf,oos_pf,recent_12m_trades,recent_12m_pf,leader_pf,leader_avg_trade,leader_net_pnl,leader_trades,leader_trades_per_year,leader_max_drawdown,leader_win_rate,calmar_ratio,is_oos_pf_ratio,leader_quality_score,leader_pct_profitable_years,leader_max_consecutive_losing_years,leader_consistency_flag,bootcamp_score,bootcamp_profitability_score,bootcamp_drawdown_score,bootcamp_oos_score,bootcamp_consistency_score,bootcamp_trade_count_score,bootcamp_quality_penalty,bootcamp_drawdown_to_profit_ratio,leader_hold_bars,leader_stop_distance_atr,leader_min_avg_range,leader_momentum_lookback,leader_exit_type,leader_trailing_stop_atr,leader_profit_target_atr,leader_signal_exit_reference,best_combo_strategy_name,best_combo_filters,best_combo_filter_class_names,best_refined_strategy_name,best_combo_exit_type,best_combo_trailing_stop_atr,best_combo_profit_target_atr,best_combo_signal_exit_reference,best_refined_exit_type,best_refined_trailing_stop_atr,best_refined_profit_target_atr,best_refined_signal_exit_reference
mean_reversion,ES_daily_2008_2026_tradestation.csv,PROMOTED,17,refined,RefinedMR_HB5_ATR0.5_DIST0.4_MOM0,True,STABLE,349,241,1.09,2.04,30,1.95,1.48,1190.72,702525.0,590,32.40563909774436,-108045.0,0.0,0.3571,1.8716,0.6961,0.6842,2,CONSISTENT,74.78,14.4,17.95,20.56,6.87,15.0,0.0,0.1538,5,0.5,0.4,0,time_stop,,,,ComboMR_DownClose_LowVolatilityRegime_StretchFromLongTermSMA,"DownCloseFilter,LowVolatilityRegimeFilter,StretchFromLongTermSMAFilter","DownCloseFilter,LowVolatilityRegimeFilter,StretchFromLongTermSMAFilter",RefinedMR_HB5_ATR0.5_DIST0.4_MOM0,time_stop,,,,time_stop,,,
