strategy_type,dataset,rows,start,end,sanity_strategy_name,sanity_total_trades,total_combinations,promoted_candidates,promotion_status,best_combo_strategy_name,best_combo_profit_factor,best_combo_average_trade,best_combo_net_pnl,best_combo_total_trades,best_combo_filters,best_combo_filter_class_names,best_combo_is_trades,best_combo_oos_trades,best_combo_is_pf,best_combo_oos_pf,best_combo_recent_12m_trades,best_combo_recent_12m_pf,best_combo_trades_per_year,best_combo_max_drawdown,best_combo_quality_flag,best_combo_quality_score,best_combo_pct_profitable_years,best_combo_max_consecutive_losing_years,best_combo_consistency_flag,best_combo_exit_type,best_combo_trailing_stop_atr,best_combo_profit_target_atr,best_combo_signal_exit_reference,refinement_ran,accepted_refinement_rows,best_refined_strategy_name,best_refined_profit_factor,best_refined_average_trade,best_refined_net_pnl,best_refined_total_trades,best_refined_hold_bars,best_refined_stop_distance_atr,best_refined_min_avg_range,best_refined_momentum_lookback,best_refined_is_trades,best_refined_oos_trades,best_refined_is_pf,best_refined_oos_pf,best_refined_recent_12m_trades,best_refined_recent_12m_pf,best_refined_trades_per_year,best_refined_max_drawdown,best_refined_quality_flag,best_refined_quality_score,best_refined_pct_profitable_years,best_refined_max_consecutive_losing_years,best_refined_consistency_flag,best_refined_exit_type,best_refined_trailing_stop_atr,best_refined_profit_target_atr,best_refined_signal_exit_reference,family_runtime_seconds
mean_reversion,ES_daily_2008_2026_tradestation.csv,4590,2008-01-02 16:00:00,2026-03-18 16:00:00,FilterBasedMRStrategy,1,4004,17,PROMOTED,ComboMR_DownClose_LowVolatilityRegime_StretchFromLongTermSMA,1.59,1235.31,348357.0,282,"DownCloseFilter,LowVolatilityRegimeFilter,StretchFromLongTermSMAFilter","DownCloseFilter,LowVolatilityRegimeFilter,StretchFromLongTermSMAFilter",164,118,1.29,1.99,13,1.36,15.49,-113928.0,ROBUST,0.7043,0.6842,1,CONSISTENT,time_stop,,,,True,2016,RefinedMR_HB5_ATR0.5_DIST0.4_MOM0,1.48,1190.72,702525.0,590,5,0.5,0.4,0,349,241,1.09,2.04,30,1.95,32.40563909774436,-108045.0,STABLE,0.6961,0.6842,2,CONSISTENT,time_stop,,,,211.43
